iter	RMSE
438	0.3796799887
439	0.379151639
440	0.378753515
441	0.37834689
442	0.3779567083
443	0.3772130139
444	0.3767084191
445	0.3761366753
446	0.3753942837
447	0.3747968015
448	0.3742186605
449	0.3738471926
450	0.3735945864
451	0.3729343992
452	0.3722288819
453	0.3714219152
454	0.3710386256
455	0.3703916808
456	0.3697097136
457	0.3692118241
458	0.3689660472
459	0.3687958437
460	0.3680220169
461	0.3673282145
462	0.3669556082
463	0.3664593818
464	0.3661735438
465	0.3652941873
466	0.3648151806
467	0.3643599511
468	0.3637922218
469	0.3634656619
470	0.3632481387
471	0.3628192393
472	0.3623362701
473	0.3620266068
474	0.3616916645
475	0.3610937615
476	0.3606178245
477	0.3598925056
478	0.3595410569
479	0.3586317228
480	0.3582453665
481	0.3578776911
482	0.3573604977
483	0.3571090182
484	0.3566677111
485	0.3561435477
486	0.3555691219
487	0.355142732
488	0.3547267317
489	0.3540301655
490	0.3537143379
491	0.3535757151
492	0.3528397987
493	0.3520267191
494	0.3514917957
495	0.3506897769
496	0.3504204217
497	0.3497863995
498	0.3493026901
499	0.3490383744
500	0.348687732
501	0.3483382916
502	0.3478434954
503	0.3475762387
504	0.3470810957
505	0.3465851268
506	0.3461345371
507	0.345731589
508	0.3453318676
509	0.3449319881
510	0.3444931383
511	0.3440632832
512	0.3436525646
513	0.343435805
514	0.3431585993
515	0.3429985407
516	0.3424391167
517	0.3416290994
518	0.3414287569
519	0.3412167784
520	0.3406824114
521	0.340141625
522	0.3398584877
523	0.3396254119
524	0.3392827951
525	0.3388394078
526	0.3384092439
527	0.3380815517
528	0.3375285691
529	0.3368833765
530	0.3364997025
531	0.336261868
532	0.3358478237
533	0.3353915906
534	0.3350422551
535	0.3345213859
536	0.3340885361
537	0.3334069987
538	0.3329344698
539	0.3325849584
540	0.3321706515
541	0.3316553376
542	0.3311914598
543	0.3305292539
544	0.3300736458
545	0.3295564299
546	0.3291457896
547	0.32840192
548	0.3279940068
549	0.3275867945
550	0.3271487234
551	0.326811894
552	0.3263399947
553	0.3257909492
554	0.3251791744
555	0.3248502915
556	0.3242589581
557	0.3237123889
558	0.32338892
559	0.3229253097
560	0.3225810905
561	0.3219762107
562	0.3216368908
563	0.321314723
564	0.3207627664
565	0.3204618022
566	0.319956912
567	0.3196467932
568	0.3191882462
569	0.3188396346
570	0.3182942992
571	0.3178437979
572	0.3173966945
573	0.3171380076
574	0.3167728259
575	0.3164079185
576	0.3161091662
577	0.3157435274
578	0.3155376482
579	0.3149882059
580	0.3146314789
581	0.3142476163
582	0.3139652002
583	0.313792707
584	0.3134897702
585	0.3132340883
586	0.3130065657
587	0.3127961309
588	0.312681776
589	0.3125479344
590	0.3121704768
591	0.3119458434
592	0.3117086958
593	0.3113364154
594	0.3107922887
595	0.310413341
596	0.3100452085
597	0.3098543379
598	0.3094868859
599	0.3093360814
600	0.3091841952
601	0.3088403908
602	0.308575054
603	0.3083089642
604	0.3077989395
605	0.3075408983
606	0.307196072
607	0.3069257551
608	0.3063822096
609	0.3058914001
610	0.3054093533
611	0.3052381183
612	0.3049306565
613	0.3046997011
614	0.3045159523
615	0.3041056352
616	0.3035964239
617	0.3032813889
618	0.3028072341
619	0.3026379598
620	0.302136552
621	0.3015692603
622	0.3011410069
623	0.3008177931
624	0.3002790181
625	0.3000289053
626	0.2995651689
627	0.2992672001
628	0.2989236191
629	0.2986242954
630	0.298053367
631	0.2976629045
632	0.2972185014
633	0.2969883022
634	0.2964005726
635	0.2961745588
636	0.2958457855
637	0.2954739816
638	0.2952229401
639	0.2948799061
640	0.2944794075
641	0.2941142244
642	0.2938879558
643	0.293650104
644	0.2935032907
645	0.2930670491
646	0.292540624
647	0.2922711485
648	0.2921295952
649	0.2919022881
650	0.2913884727
651	0.2911766599
652	0.290821157
653	0.2902597618
654	0.2900209528
655	0.2895306214
656	0.2891750413
657	0.2889358385
658	0.2886800839
659	0.2882156483
660	0.2879385602
661	0.2876868435
662	0.2873927642
663	0.2871270223
664	0.2869921945
665	0.2864404303
666	0.2863056826
667	0.2860144869
668	0.2857592927
669	0.2855268445
670	0.2853472441
671	0.2849825726
672	0.2846596912
673	0.2842243512
674	0.2839984654
675	0.2835447364
676	0.2832012851
677	0.2827595559
678	0.2826795775
679	0.2825791993
680	0.2822100521
681	0.2819876259
682	0.2816927274
683	0.2813117779
684	0.2811200792
685	0.280758172
686	0.2804176023
687	0.2800458579
688	0.2797460641
689	0.2793088067
690	0.2788880571
691	0.2786400367
692	0.2784011451
693	0.2780208508
694	0.2775632773
695	0.277325761
696	0.2770141436
697	0.2767174527
698	0.2763527426
699	0.2758650475
700	0.2756987608
701	0.2752071315
702	0.2747506571
703	0.2745515663
704	0.2742875665
705	0.2738975506
706	0.2737807513
707	0.2734186728
708	0.273130488
709	0.2728871601
710	0.2726522033
711	0.272291011
712	0.2720116799
713	0.2718788452
714	0.2715842142
715	0.2711236182
716	0.2708980749
717	0.2706517573
718	0.2704756488
719	0.270033063
720	0.2697326276
721	0.269474893
722	0.2690881923
723	0.2686847906
724	0.2685594736
725	0.2682415016
726	0.2679960175
727	0.2676858332
728	0.2671618372
729	0.2669105723
730	0.2667041133
731	0.2662956921
732	0.2659933567
733	0.2656872448
734	0.2655285224
735	0.2652680252
736	0.2648828535
737	0.2646047654
738	0.264462605
739	0.2641796696
740	0.263908904
741	0.2636081388
742	0.2631580092
743	0.2627374472
744	0.2623854726
745	0.261968133
746	0.261774378
747	0.2615706227
748	0.2613217448
749	0.2611914363
750	0.260945557
751	0.2605054508
752	0.2599750141
753	0.259840618
754	0.2596763335
755	0.2595179551
756	0.2591326887
757	0.2588285993
758	0.258624683
759	0.2582748508
760	0.2580803017
761	0.2576727765
762	0.2575686736
763	0.2573491573
764	0.2571308123
765	0.2568314079
766	0.2564713482
767	0.2560718632
768	0.2559360644
769	0.2556005677
770	0.2552770606
771	0.2548868694
772	0.2545649988
773	0.2542490147
774	0.2538666698
775	0.2536298716
776	0.2534286295
777	0.2531988687
778	0.2530289715
779	0.2527420636
780	0.2526053689
781	0.25232373
782	0.2521919968
783	0.2518150138
784	0.2515847557
785	0.2512368498
786	0.2510958099
787	0.2508915985
788	0.2505488308
789	0.2503414698
790	0.2499406897
791	0.2496670972
792	0.249474909
793	0.2491121589
794	0.2490468915
795	0.2488925016
796	0.2487282924
797	0.2483593865
798	0.2482356763
799	0.2478664524
800	0.2475225176
801	0.2472349986
802	0.2469922596
803	0.2468068636
804	0.2467469751
805	0.2465335509
806	0.2463244403
807	0.2460900968
808	0.2458496985
809	0.2456044761
810	0.2452891946
811	0.2450457615
812	0.2447233761
813	0.2444846504
814	0.2442190149
815	0.2438390795
816	0.243589715
817	0.2432294894
818	0.2429098514
819	0.2427719499
820	0.2425370536
821	0.2423567676
822	0.2422654537
823	0.2419447898
824	0.2417469934
825	0.2414568547
826	0.2412640044
827	0.2408428522
828	0.2406171457
829	0.2404225695
830	0.2402598404
831	0.2399892077
832	0.2397758262
833	0.2396430824
834	0.2393751614
835	0.2388648862
836	0.2385836716
837	0.2383285106
838	0.2381786427
839	0.2377764693
840	0.237636505
841	0.2373499756
842	0.2371278818
843	0.2368516961
844	0.2365253878
845	0.2364668998
846	0.2362990308
847	0.2361402987
848	0.2359075642
849	0.2358441957
850	0.2356601235
851	0.2354358092
852	0.235099853
853	0.234895399
854	0.2345264282
855	0.2344317497
856	0.2341285549
857	0.233945505
858	0.2338522238
859	0.2336526404
860	0.2335481166
861	0.2331191467
862	0.2329052454
863	0.2326404295
864	0.2322620179
865	0.2321663472
866	0.2318794355
867	0.231758479
868	0.2315116103
869	0.231317435
870	0.2312383865
871	0.230927253
872	0.2308012889
873	0.2306071323
874	0.2304062227
875	0.2301520542
876	0.2299379927
877	0.2298533616
878	0.2296699073
879	0.2295104319
880	0.2294074659
881	0.2292459641
882	0.2290573545
883	0.2286684155
884	0.2285271531
885	0.2283149038
886	0.2281151548
887	0.2279094832
888	0.227674794
889	0.2274293853
890	0.2272116392
891	0.2270832667
892	0.2269423273
893	0.2268246277
894	0.2266529901
895	0.2264447337
896	0.2262134676
897	0.2259773725
898	0.2258092193
899	0.2256795142
900	0.2254829886
901	0.2252766656
902	0.2250534697
903	0.2246247481
904	0.2244545847
905	0.224235124
906	0.2240620246
907	0.2238423431
908	0.2234823513
909	0.2232680979
910	0.2229959465
911	0.2227195898
912	0.2226298656
913	0.2224096516
914	0.2222113545
915	0.2220998159
916	0.2219135605
917	0.2217666211
918	0.2214720932
919	0.2212792024
920	0.2209967613
921	0.2207520946
922	0.2205031078
923	0.2203972132
924	0.2201738914
925	0.2200383329
926	0.2197823388
927	0.2195850755
928	0.2192961359
929	0.2190523596
930	0.2189433927
931	0.2184984377
932	0.2183517977
933	0.2181594069
934	0.217921696
935	0.2177221766
936	0.2175168627
937	0.2173622916
938	0.2172311442
939	0.2170772529
940	0.2168960288
941	0.2167307248
942	0.2166393341
943	0.2163889372
944	0.2162051732
945	0.2159916499
946	0.2157219665
947	0.2153783238
948	0.2151446987
949	0.2150486802
950	0.2148170844
951	0.214640631
952	0.2143074382
953	0.2141521939
954	0.2139300032
955	0.2138116895
956	0.213565557
957	0.2134513596
958	0.2132139577
959	0.2131528261
960	0.2129578708
961	0.2126081564
962	0.212485241
963	0.2123441309
964	0.2120419381
965	0.2118779147
966	0.2116754214
967	0.2115492194
968	0.2113434394
969	0.2112224311
970	0.2111038967
971	0.2109191674
972	0.2107240387
973	0.2106490569
974	0.2103797233
975	0.2101238359
976	0.2099377111
977	0.2098381959
978	0.2097122688
979	0.2094832807
980	0.2092221442
981	0.2090387241
982	0.208846205
983	0.208698014
984	0.2085119918
985	0.2084214172
986	0.2082210786
987	0.2080061502
988	0.2077477875
989	0.2076375769
990	0.2074658728
991	0.2073266441
992	0.2071712947
993	0.206872426
994	0.2066092843
995	0.2064211619
996	0.2061352247
997	0.2060030917
998	0.2058238354
999	0.2056767924
